"","gene","ensembl_gene_id","Length","transcript_length","cds_length"
"22564","NDUFA6-DT","ENSG00000273616",34395,1521,NA
"22565","NDUFA6-DT","ENSG00000280613",57905,630,NA
"22566","NDUFA6-DT","ENSG00000280811",46120,685,NA
"22567","NDUFA7","ENSG00000267855",12607,550,NA
"22568","NDUFA8","ENSG00000119421",15721,804,519
"22569","NDUFA8P1","ENSG00000271710",366,367,NA
"22570","NDUFA9","ENSG00000139180",45222,782,NA
"22571","NDUFA9P1","ENSG00000237406",1134,1135,NA
"22572","NDUFAB1","ENSG00000004779",15302,665,335
"22573","NDUFAB1P1","ENSG00000217767",459,460,NA
"22574","NDUFAF1","ENSG00000137806",15166,1173,706.5
"22575","NDUFAF2","ENSG00000164182",207821,609,NA
"22576","NDUFAF3","ENSG00000178057",3036,791,NA
"22577","NDUFAF4","ENSG00000123545",8576,624,NA
"22578","NDUFAF4P1","ENSG00000259467",518,519,NA
"22579","NDUFAF4P2","ENSG00000213483",519,520,NA
"22580","NDUFAF4P3","ENSG00000236411",524,525,NA
"22581","NDUFAF4P4","ENSG00000231378",501,502,NA
"22582","NDUFAF5","ENSG00000101247",36573,676,NA
"22583","NDUFAF6","ENSG00000156170",220688,895.5,NA
"22584","NDUFAF7","ENSG00000003509",21772,845,NA
"22585","NDUFAF8","ENSG00000224877",2005,465,NA
"22586","NDUFB1","ENSG00000183648",5795,458,NA
"22587","NDUFB10","ENSG00000140990",2437,675,NA
"22588","NDUFB10P1","ENSG00000260870",975,521,NA
"22589","NDUFB10P2","ENSG00000261624",791,478,NA
"22590","NDUFB11","ENSG00000147123",3288,1168,477
"22591","NDUFB11P1","ENSG00000235547",464,465,NA
"22592","NDUFB11P1","ENSG00000283114",464,465,NA
"22593","NDUFB1P1","ENSG00000231884",179,180,NA
"22594","NDUFB1P2","ENSG00000234523",175,176,NA
"22595","NDUFB2","ENSG00000090266",32013,539,NA
"22596","NDUFB2-AS1","ENSG00000240889",1741,1648,NA
"22597","NDUFB2P1","ENSG00000249074",294,295,NA
"22598","NDUFB3","ENSG00000119013",14317,498,297
"22599","NDUFB4","ENSG00000065518",6179,604.5,NA
"22600","NDUFB4P1","ENSG00000242510",380,381,NA
"22601","NDUFB4P10","ENSG00000232880",358,359,NA
"22602","NDUFB4P11","ENSG00000259374",2284,1237,NA
"22603","NDUFB4P12","ENSG00000124399",389,390,NA
"22604","NDUFB4P2","ENSG00000251306",390,391,NA
"22605","NDUFB4P3","ENSG00000231096",389,390,NA
"22606","NDUFB4P4","ENSG00000217718",242,243,NA
"22607","NDUFB4P5","ENSG00000226114",360,361,NA
"22608","NDUFB4P6","ENSG00000235258",365,366,NA
"22609","NDUFB4P7","ENSG00000225428",362,363,NA
"22610","NDUFB4P8","ENSG00000223663",366,367,NA
"22611","NDUFB4P9","ENSG00000249754",387,388,NA
"22612","NDUFB5","ENSG00000136521",22957,736.5,NA
"22613","NDUFB5P1","ENSG00000251025",563,564,NA
"22614","NDUFB5P2","ENSG00000214628",565,566,NA
"22615","NDUFB6","ENSG00000165264",20183,761,342
"22616","NDUFB7","ENSG00000099795",5988,532,313.5
"22617","NDUFB8","ENSG00000166136",6260,608,NA
"22618","NDUFB8P1","ENSG00000258972",544,545,NA
"22619","NDUFB8P2","ENSG00000270264",537,538,NA
"22620","NDUFB9","ENSG00000147684",41547,681.5,NA
"22621","NDUFB9P1","ENSG00000271045",509,510,NA
"22622","NDUFB9P1","ENSG00000279830",509,510,NA
"22623","NDUFB9P2","ENSG00000236281",506,507,NA
"22624","NDUFB9P3","ENSG00000253994",500,501,NA
"22625","NDUFC1","ENSG00000109390",35671,725,NA
"22626","NDUFC2","ENSG00000151366",11565,561,291
"22627","NDUFC2-KCTD14","ENSG00000259112",62894,548,303
"22628","NDUFS1","ENSG00000023228",44692,2271,NA
"22629","NDUFS1","ENSG00000283447",44692,2271,NA
"22630","NDUFS2","ENSG00000158864",17291,910,NA
"22631","NDUFS3","ENSG00000213619",19226,567,NA
"22632","NDUFS3","ENSG00000285387",19226,567,NA
"22633","NDUFS4","ENSG00000164258",122705,615.5,NA
"22634","NDUFS5","ENSG00000168653",8318,519.5,321
"22635","NDUFS5P1","ENSG00000218424",288,289,NA
"22636","NDUFS5P2","ENSG00000234226",305,306,NA
"22637","NDUFS5P3","ENSG00000233664",320,321,NA
"22638","NDUFS5P4","ENSG00000251437",317,318,NA
"22639","NDUFS5P5","ENSG00000230671",320,321,NA
"22640","NDUFS5P6","ENSG00000255531",294,295,NA
"22641","NDUFS6","ENSG00000145494",15205,550,NA
"22642","NDUFS6P1","ENSG00000241905",315,316,NA
"22643","NDUFS7","ENSG00000115286",12062,995.5,NA
"22644","NDUFS8","ENSG00000110717",6027,615,NA
"22645","NDUFV1","ENSG00000167792",6901,626,NA
"22646","NDUFV2","ENSG00000178127",31715,643,NA
"22647","NDUFV2-AS1","ENSG00000266053",15380,770,NA
"22648","NDUFV2P1","ENSG00000267809",906,907,NA
"22649","NDUFV3","ENSG00000160194",33660,3352.5,NA
"22650","NEAT1","ENSG00000245532",22766,3300,NA
"22651","NEB","ENSG00000183091",249151,2350,NA
"22652","NEBL","ENSG00000078114",394214,680,NA
"22653","NEBL-AS1","ENSG00000231920",1034,561.5,NA
"22654","NECAB1","ENSG00000123119",167652,736.5,NA
"22655","NECAB2","ENSG00000103154",34144,617,NA
"22656","NECAB3","ENSG00000125967",17376,879.5,NA
"22657","NECAP1","ENSG00000089818",20942,2517,NA
"22658","NECAP1P1","ENSG00000178503",829,830,NA
"22659","NECAP1P2","ENSG00000234632",940,727,NA
"22660","NECAP2","ENSG00000157191",19357,851.5,NA
"22661","NECTIN1","ENSG00000110400",105792,832,NA
"22662","NECTIN1-AS1","ENSG00000255247",4005,559,NA
"22663","NECTIN2","ENSG00000130202",43048,881,NA
"22664","NECTIN3","ENSG00000177707",205492,586,NA
"22665","NECTIN3-AS1","ENSG00000242242",183169,792,NA
"22666","NECTIN4","ENSG00000143217",18560,2161,NA
"22667","NEDD1","ENSG00000139350",46554,604,NA
"22668","NEDD4","ENSG00000069869",166824,5707,NA
"22669","NEDD4L","ENSG00000049759",357314,792,NA
"22670","NEDD8","ENSG00000129559",15510,652,NA
"22671","NEDD8","ENSG00000285246",15510,652,NA
"22672","NEDD8-MDP1","ENSG00000255526",18397,638,NA
"22673","NEDD8-MDP1","ENSG00000285425",18397,638,NA
"22674","NEDD9","ENSG00000111859",199050,753,NA
"22675","NEFH","ENSG00000100285",11172,3795,3063
"22676","NEFHP1","ENSG00000223489",2628,2629,NA
"22677","NEFL","ENSG00000277586",6155,2542,NA
"22678","NEFLP1","ENSG00000232634",983,984,NA
"22679","NEFM","ENSG00000104722",5340,2509.5,NA
"22680","NEFMP1","ENSG00000224697",1005,1006,NA
"22681","NEGR1","ENSG00000172260",886596,726,NA
"22682","NEGR1-IT1","ENSG00000228853",42780,534,NA
"22683","NEIL1","ENSG00000140398",10160,668.5,NA
"22684","NEIL2","ENSG00000154328",17706,2016,NA
"22685","NEIL3","ENSG00000109674",53062,1945.5,1005
"22686","NEK1","ENSG00000137601",219772,4430,NA
"22687","NEK10","ENSG00000163491",259375,1257,NA
"22688","NEK11","ENSG00000114670",323615,1874,NA
"22689","NEK2","ENSG00000117650",16973,1318,NA
"22690","NEK2P2","ENSG00000231565",1337,1338,NA
"22691","NEK2P4","ENSG00000230450",1328,1329,NA
"22692","NEK3","ENSG00000136098",27222,941,NA
"22693","NEK4","ENSG00000114904",62502,2276,NA
"22694","NEK4P1","ENSG00000225735",878,879,NA
"22695","NEK4P1","ENSG00000280681",878,879,NA
"22696","NEK4P2","ENSG00000264359",1011,1012,NA
"22697","NEK4P3","ENSG00000270754",543,544,NA
"22698","NEK5","ENSG00000197168",95481,2714,NA
"22699","NEK6","ENSG00000119408",95701,2535,942
"22700","NEK7","ENSG00000151414",165426,586.5,NA
"22701","NEK8","ENSG00000160602",17558,714.5,NA
"22702","NEK9","ENSG00000119638",47991,786,NA
"22703","NELFA","ENSG00000185049",59186,888,NA
"22704","NELFB","ENSG00000188986",18215,2213.5,1887
"22705","NELFCD","ENSG00000101158",13925,1406.5,NA
"22706","NELFE","ENSG00000204356",6951,994.5,NA
"22707","NELFE","ENSG00000206268",7000,857.5,NA
"22708","NELFE","ENSG00000206357",7000,857.5,NA
"22709","NELFE","ENSG00000229363",7005,857.5,NA
"22710","NELFE","ENSG00000231044",7005,857.5,NA
"22711","NELFE","ENSG00000233801",7005,857.5,NA
"22712","NELL1","ENSG00000165973",906135,892.5,NA
"22713","NELL2","ENSG00000184613",413573,788,NA
"22714","NEMF","ENSG00000165525",70738,737,NA
"22715","NEMP1","ENSG00000166881",32420,3375.5,NA
"22716","NEMP2","ENSG00000189362",30384,632.5,NA
"22717","NENF","ENSG00000117691",13459,860,NA
"22718","NENFP1","ENSG00000233647",465,466,NA
"22719","NENFP2","ENSG00000258288",439,440,NA
"22720","NENFP3","ENSG00000248462",312,313,NA
"22721","NEO1","ENSG00000067141",253495,1046,NA
"22722","NEPNP","ENSG00000218233",11381,1371,NA
"22723","NEPRO","ENSG00000163608",17417,997.5,NA
"22724","NES","ENSG00000132688",8644,5568,4866
"22725","NET1","ENSG00000173848",46499,697,NA
"22726","NETO1","ENSG00000166342",125832,629,NA
"22727","NETO2","ENSG00000171208",66242,1327,1096
"22728","NEU1","ENSG00000184494",5247,2045,NA
"22729","NEU1","ENSG00000204386",5163,2783.5,NA
"22730","NEU1","ENSG00000223957",5247,2045,NA
"22731","NEU1","ENSG00000227129",5247,2045,NA
"22732","NEU1","ENSG00000227315",5248,2045,NA
"22733","NEU1","ENSG00000228691",5247,2045,NA
"22734","NEU1","ENSG00000234343",5247,2045,NA
"22735","NEU1","ENSG00000234846",5273,1973,NA
"22736","NEU2","ENSG00000115488",2385,1143,1143
"22737","NEU3","ENSG00000162139",30614,746,420
"22738","NEU4","ENSG00000204099",8588,845,NA
"22739","NEU4","ENSG00000277926",8588,845,NA
"22740","NEURL1","ENSG00000107954",98573,687,NA
"22741","NEURL1-AS1","ENSG00000235470",37790,539.5,NA
"22742","NEURL1B","ENSG00000214357",50277,1263,1122
"22743","NEURL2","ENSG00000124257",2662,884,564.5
"22744","NEURL3","ENSG00000163121",10463,1566.5,NA
"22745","NEURL4","ENSG00000215041",13765,884.5,NA
"22746","NEURL4","ENSG00000288301",13765,884.5,NA
"22747","NEUROD1","ENSG00000162992",7788,1715,NA
"22748","NEUROD2","ENSG00000171532",6241,4636,NA
"22749","NEUROD4","ENSG00000123307",10043,3927,996
"22750","NEUROD6","ENSG00000164600",3261,1959,1014
"22751","NEUROG1","ENSG00000181965",1682,1683,714
"22752","NEUROG2","ENSG00000178403",2664,2295,819
"22753","NEUROG3","ENSG00000122859",1724,1560,645
"22754","NEXMIF","ENSG00000050030",192629,7918.5,4506
"22755","NEXN","ENSG00000162614",55382,1714,NA
"22756","NEXN-AS1","ENSG00000235927",8191,2292,NA
"22757","NF1","ENSG00000196712",287189,1329,NA
"22758","NF1P1","ENSG00000270831",18972,2645,NA
"22759","NF1P10","ENSG00000277529",3165,613,NA
"22760","NF1P11","ENSG00000278184",7299,1282,NA
"22761","NF1P12","ENSG00000258360",961,583,NA
"22762","NF1P2","ENSG00000258997",18984,2603,NA
"22763","NF1P3","ENSG00000183249",4352,450,NA
"22764","NF1P4","ENSG00000258027",9459,1681,NA
"22765","NF1P5","ENSG00000175319",4341,448,NA
"22766","NF1P6","ENSG00000224435",9450,1649,NA
"22767","NF1P7","ENSG00000278143",9731,1530,NA
"22768","NF1P8","ENSG00000236956",8173,1596,NA
"22769","NF1P9","ENSG00000281347",19050,1813,NA
"22770","NF1P9","ENSG00000281688",19020,1487,NA
"22771","NF2","ENSG00000186575",95042,2478,1647
"22772","NFAM1","ENSG00000235568",51985,3136.5,654
"22773","NFASC","ENSG00000163531",194171,4126,NA
"22774","NFAT5","ENSG00000102908",139572,6376,NA
"22775","NFATC1","ENSG00000131196",133469,2168.5,NA
"22776","NFATC2","ENSG00000101096",175874,2974,NA
"22777","NFATC2IP","ENSG00000176953",16290,823,NA
"22778","NFATC3","ENSG00000072736",144508,3668,NA
"22779","NFATC4","ENSG00000100968",13931,2631,NA
"22780","NFATC4","ENSG00000285485",13931,2631,NA
"22781","NFE2","ENSG00000123405",8904,1656,1122
"22782","NFE2L1","ENSG00000082641",13216,564,NA
"22783","NFE2L2","ENSG00000116044",165102,958.5,NA
"22784","NFE2L3","ENSG00000050344",34939,2258,NA
"22785","NFE2L3P1","ENSG00000267497",1958,1959,NA
"22786","NFE4","ENSG00000230257",15334,806,NA
"22787","NFIA","ENSG00000162599",597529,2226.5,NA
"22788","NFIA-AS1","ENSG00000237853",4565,373,NA
"22789","NFIA-AS2","ENSG00000237928",144210,2228,NA
"22790","NFIB","ENSG00000147862",317140,2010,NA
"22791","NFIC","ENSG00000141905",154814,1558,NA
"22792","NFIL3","ENSG00000165030",14787,2055,1389
"22793","NFIX","ENSG00000008441",103188,1498,NA
"22794","NFKB1","ENSG00000109320",115971,858,NA
"22795","NFKB2","ENSG00000077150",8414,1634,NA
"22796","NFKBIA","ENSG00000100906",3238,802.5,NA
"22797","NFKBIB","ENSG00000104825",9193,1091.5,757
"22798","NFKBIB","ENSG00000282905",9193,1091.5,757
"22799","NFKBID","ENSG00000167604",14650,1036,NA
"22800","NFKBIE","ENSG00000146232",7622,1741,756
"22801","NFKBIL1","ENSG00000204498",11959,1401,NA
"22802","NFKBIL1","ENSG00000206440",11951,1401,NA
"22803","NFKBIL1","ENSG00000227565",11957,1401,NA
"22804","NFKBIL1","ENSG00000234530",11946,1401,NA
"22805","NFKBIL1","ENSG00000235125",11949,1401,NA
"22806","NFKBIL1","ENSG00000236196",11950,1401,NA
"22807","NFKBIL1","ENSG00000236346",11956,1401,NA
"22808","NFKBIZ","ENSG00000144802",33031,877,NA
"22809","NFRKB","ENSG00000170322",31954,895,NA
"22810","NFS1","ENSG00000244005",31303,969,NA
"22811","NFU1","ENSG00000169599",41878,665,NA
"22812","NFU1P1","ENSG00000230757",1067,774,NA
"22813","NFU1P2","ENSG00000233557",468,469,NA
"22814","NFX1","ENSG00000086102",80645,2250,NA
"22815","NFXL1","ENSG00000170448",67434,3193.5,NA
"22816","NFYA","ENSG00000001167",27031,2735.5,1000.5
"22817","NFYAP1","ENSG00000237849",971,972,NA
"22818","NFYB","ENSG00000120837",21155,1727,NA
"22819","NFYC","ENSG00000066136",79955,1239,NA
"22820","NFYC-AS1","ENSG00000272145",1686,1687,NA
"22821","NGB","ENSG00000165553",5829,1884,456
"22822","NGDN","ENSG00000129460",40173,786,NA
"22823","NGEF","ENSG00000066248",134555,590,NA
"22824","NGF","ENSG00000134259",52318,1047,726
"22825","NGF-AS1","ENSG00000228035",85038,2610,NA
"22826","NGFR","ENSG00000064300",19715,1840,1002
"22827","NGLY1","ENSG00000151092",71095,2024,NA
"22828","NGRN","ENSG00000182768",12482,2784,NA
"22829","NHEJ1","ENSG00000187736",85548,660.5,NA
"22830","NHLH1","ENSG00000171786",5775,2557,402
"22831","NHLH2","ENSG00000177551",7540,2512,408
"22832","NHLRC1","ENSG00000187566",2237,2238,1188
"22833","NHLRC2","ENSG00000196865",62533,5801.5,NA
"22834","NHLRC3","ENSG00000188811",11803,3275,NA
"22835","NHLRC4","ENSG00000257108",2490,2083.5,372
"22836","NHP2","ENSG00000145912",4507,559,NA
"22837","NHP2P1","ENSG00000105988",461,462,NA
"22838","NHP2P2","ENSG00000213786",459,460,NA
"22839","NHS","ENSG00000188158",360574,8188,NA
"22840","NHS-AS1","ENSG00000230020",5038,366,NA
"22841","NHSL1","ENSG00000135540",270528,609,NA
"22842","NHSL2","ENSG00000204131",250932,3242,NA
"22843","NIBAN1","ENSG00000135842",183784,904,NA
"22844","NIBAN2","ENSG00000136830",73650,654,NA
"22845","NIBAN3","ENSG00000167483",30538,2073,NA
"22846","NICN1","ENSG00000145029",6380,1507,NA
"22847","NID1","ENSG00000116962",89279,5602,3544.5
"22848","NID2","ENSG00000087303",64425,1065.5,NA
"22849","NIF3L1","ENSG00000196290",14611,1118,808.5
"22850","NIFK","ENSG00000155438",9966,686,NA
"22851","NIFK-AS1","ENSG00000236859",79243,1273,NA
"22852","NIFKP1","ENSG00000214434",888,889,NA
"22853","NIFKP2","ENSG00000251122",855,856,NA
"22854","NIFKP3","ENSG00000256331",864,865,NA
"22855","NIFKP4","ENSG00000261205",1191,1192,NA
"22856","NIFKP6","ENSG00000268144",6771,845,NA
"22857","NIFKP7","ENSG00000251590",2637,834,NA
"22858","NIFKP8","ENSG00000259449",873,874,NA
"22859","NIFKP9","ENSG00000237630",220,221,NA
"22860","NIM1K","ENSG00000177453",88779,721,NA
"22861","NIN","ENSG00000100503",111358,2817,NA
"22862","NINJ1","ENSG00000131669",12755,861,NA
"22863","NINJ2","ENSG00000171840",99483,869,NA
"22864","NINL","ENSG00000101004",132834,735,NA
"22865","NIP7","ENSG00000132603",5110,929.5,NA
"22866","NIP7P1","ENSG00000232805",511,512,NA
"22867","NIP7P2","ENSG00000213264",543,544,NA
"22868","NIP7P3","ENSG00000218428",514,515,NA
"22869","NIPA1","ENSG00000170113",56726,1675,NA
"22870","NIPA2","ENSG00000140157",29743,1042.5,NA
"22871","NIPA2P1","ENSG00000225843",975,976,NA
"22872","NIPA2P2","ENSG00000241022",1082,1083,NA
"22873","NIPA2P4","ENSG00000254151",1340,1341,NA
"22874","NIPA2P5","ENSG00000236277",3336,464,NA
"22875","NIPAL1","ENSG00000163293",126031,699,NA
"22876","NIPAL2","ENSG00000104361",104567,596.5,NA
"22877","NIPAL3","ENSG00000001461",57174,1757,NA
"22878","NIPAL4","ENSG00000172548",14698,1151,NA
"22879","NIPBL","ENSG00000164190",189644,2948,NA
"22880","NIPBL-DT","ENSG00000285967",12275,2589,NA
"22881","NIPSNAP1","ENSG00000184117",26519,630.5,NA
"22882","NIPSNAP2","ENSG00000146729",48388,662,NA
"22883","NIPSNAP3A","ENSG00000136783",12437,1392,NA
"22884","NIPSNAP3B","ENSG00000165028",13635,1111,NA
"22885","NISCH","ENSG00000010322",37950,711.5,NA
"22886","NIT1","ENSG00000158793",7359,806.5,NA
"22887","NIT2","ENSG00000114021",26896,795,NA
"22888","NKAIN1","ENSG00000084628",60142,569,NA
"22889","NKAIN1P1","ENSG00000242943",581,582,NA
"22890","NKAIN2","ENSG00000188580",1021775,907.5,NA
"22891","NKAIN3","ENSG00000185942",751061,1191,NA
"22892","NKAIN3-IT1","ENSG00000274956",7039,5465,NA
"22893","NKAIN4","ENSG00000101198",31910,793,NA
"22894","NKAP","ENSG00000101882",23079,1394,NA
"22895","NKAPD1","ENSG00000150776",11064,2246,NA
"22896","NKAPL","ENSG00000189134",1661,1662,1209
"22897","NKAPP1","ENSG00000233382",124314,584.5,NA
"22898","NKD1","ENSG00000140807",100853,748,NA
"22899","NKD2","ENSG00000145506",30141,1060,NA
"22900","NKD2","ENSG00000276920",30114,1060,NA
"22901","NKG7","ENSG00000105374",1095,520,268
"22902","NKILA","ENSG00000278709",2624,1581,NA
"22903","NKIRAS1","ENSG00000197885",54931,1898,579
"22904","NKIRAS2","ENSG00000168256",14262,1019,NA
"22905","NKPD1","ENSG00000179846",8987,3091.5,1833
"22906","NKRF","ENSG00000186416",18106,3741,NA
"22907","NKTR","ENSG00000114857",48080,876,NA
"22908","NKX1-1","ENSG00000235608",3399,1236,1236
"22909","NKX1-2","ENSG00000229544",4792,3211,933
"22910","NKX2-1","ENSG00000136352",4757,2191,1116
"22911","NKX2-1-AS1","ENSG00000253563",3738,1775,NA
"22912","NKX2-2","ENSG00000125820",3047,2123,822
"22913","NKX2-2-AS1","ENSG00000258197",862,638,NA
"22914","NKX2-3","ENSG00000119919",3582,2037,993
"22915","NKX2-4","ENSG00000125816",2161,1738,1065
"22916","NKX2-5","ENSG00000183072",3202,1075.5,441.5
"22917","NKX2-6","ENSG00000180053",4147,906,906
"22918","NKX2-8","ENSG00000136327",2610,1843,720
"22919","NKX3-1","ENSG00000167034",4241,1995.5,592.5
"22920","NKX3-2","ENSG00000109705",3678,2259,1002
"22921","NKX6-1","ENSG00000163623",6463,2411,693
"22922","NKX6-2","ENSG00000148826",2968,1621.5,NA
"22923","NKX6-3","ENSG00000165066",5640,2039,603
"22924","NLE1","ENSG00000073536",13574,1107,NA
"22925","NLGN1","ENSG00000169760",890360,771,NA
"22926","NLGN1-AS1","ENSG00000228213",10298,641,NA
"22927","NLGN2","ENSG00000169992",14986,2477.5,NA
"22928","NLGN2","ENSG00000283859",14986,2477.5,NA
"22929","NLGN3","ENSG00000196338",26370,3236,NA
"22930","NLGN4X","ENSG00000146938",388230,3437,NA
"22931","NLGN4Y","ENSG00000165246",323077,5238.5,NA
"22932","NLGN4Y-AS1","ENSG00000228787",10391,532,NA
"22933","NLK","ENSG00000087095",154644,1140,NA
"22934","NLN","ENSG00000123213",149520,1382,NA
"22935","NLRC3","ENSG00000167984",38370,3414,NA
"22936","NLRC4","ENSG00000091106",41279,3362,2385
"22937","NLRC5","ENSG00000140853",94046,1019,NA
"22938","NLRP1","ENSG00000091592",119997,4581,NA
"22939","NLRP10","ENSG00000182261",7889,2330,1082.5
"22940","NLRP10","ENSG00000276780",6002,1386.5,1082.5
"22941","NLRP10","ENSG00000281166",7889,2330,1082.5
"22942","NLRP11","ENSG00000179873",51403,3154,2530.5
"22943","NLRP12","ENSG00000142405",30791,3506,NA
"22944","NLRP13","ENSG00000173572",40637,3332.5,3121.5
"22945","NLRP14","ENSG00000158077",50862,3628,3282
"22946","NLRP2","ENSG00000022556",48012,707,NA
"22947","NLRP2","ENSG00000273992",48012,707,NA
"22948","NLRP2","ENSG00000274638",35856,3524.5,3156
"22949","NLRP2","ENSG00000275082",35856,3524.5,3156
"22950","NLRP2","ENSG00000275399",35856,3524.5,3156
"22951","NLRP2","ENSG00000275796",35856,3524.5,3156
"22952","NLRP2","ENSG00000275843",35856,3524.5,3156
"22953","NLRP2","ENSG00000277060",34838,2936,NA
"22954","NLRP2","ENSG00000278682",35856,3524.5,3156
"22955","NLRP2","ENSG00000278789",35856,3524.5,3156
"22956","NLRP2B","ENSG00000215174",3193,3194,138
"22957","NLRP3","ENSG00000162711",32952,3729,NA
"22958","NLRP3P1","ENSG00000277883",10930,1785,NA
"22959","NLRP4","ENSG00000160505",45315,2491,2137
"22960","NLRP5","ENSG00000171487",62084,3885,3603
"22961","NLRP6","ENSG00000174885",6994,2679,NA
"22962","NLRP7","ENSG00000167634",42803,3233,2943
"22963","NLRP7","ENSG00000274174",23995,683,472
"22964","NLRP7","ENSG00000274571",42803,3233,2943
"22965","NLRP7","ENSG00000275483",23996,3335.5,3028.5
"22966","NLRP7","ENSG00000276804",23996,3335.5,3028.5
"22967","NLRP7","ENSG00000277071",23996,3335.5,3028.5
"22968","NLRP7","ENSG00000277179",23996,3335.5,3028.5
"22969","NLRP7","ENSG00000277776",23996,3335.5,3028.5
"22970","NLRP7","ENSG00000277786",23996,3335.5,3028.5
"22971","NLRP7","ENSG00000278173",24004,3250,2943
"22972","NLRP8","ENSG00000179709",40797,3512,3118.5
"22973","NLRP9","ENSG00000185792",29964,3218,2967
